"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"diversity-effect"
"05/25/2026 20:16:35:455 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","mean-threshold","sd-threshold","[step]","final-proportion","ticks"
"913","fully connected","normal","100","25","46","3","80","3"
"914","fully connected","normal","100","25","46","3","96","3"
"913","fully connected","normal","100","25","46","4","89","4"
"914","fully connected","normal","100","25","46","4","98","4"
"915","fully connected","normal","100","25","46","0","0","0"
"915","fully connected","normal","100","25","46","1","41","1"
"915","fully connected","normal","100","25","46","2","76","2"
"916","fully connected","normal","100","25","46","0","0","0"
"915","fully connected","normal","100","25","46","3","88","3"
"916","fully connected","normal","100","25","46","1","45","1"
"915","fully connected","normal","100","25","46","4","90","4"
"916","fully connected","normal","100","25","46","2","77","2"
"917","fully connected","normal","100","25","46","0","0","0"
"917","fully connected","normal","100","25","46","1","44","1"
"917","fully connected","normal","100","25","46","2","69","2"
"917","fully connected","normal","100","25","46","3","83","3"
"917","fully connected","normal","100","25","46","4","92","4"
"918","fully connected","normal","100","25","46","0","0","0"
"919","fully connected","normal","100","25","46","0","0","0"
"917","fully connected","normal","100","25","46","5","93","5"
"918","fully connected","normal","100","25","46","1","51","1"
"919","fully connected","normal","100","25","46","1","45","1"
"918","fully connected","normal","100","25","46","2","80","2"
"920","fully connected","normal","100","25","46","0","0","0"
"919","fully connected","normal","100","25","46","2","69","2"
"918","fully connected","normal","100","25","46","3","87","3"
"920","fully connected","normal","100","25","46","1","50","1"
"919","fully connected","normal","100","25","46","3","77","3"
"920","fully connected","normal","100","25","46","2","78","2"
"919","fully connected","normal","100","25","46","4","81","4"
"920","fully connected","normal","100","25","46","3","90","3"
"920","fully connected","normal","100","25","46","4","92","4"
"920","fully connected","normal","100","25","46","5","94","5"
"921","fully connected","normal","100","25","47","0","0","0"
"921","fully connected","normal","100","25","47","1","49","1"
"921","fully connected","normal","100","25","47","2","83","2"
"921","fully connected","normal","100","25","47","3","90","3"
"921","fully connected","normal","100","25","47","4","92","4"
"922","fully connected","normal","100","25","47","0","0","0"
"922","fully connected","normal","100","25","47","1","55","1"
"923","fully connected","normal","100","25","47","0","0","0"
"924","fully connected","normal","100","25","47","0","0","0"
"922","fully connected","normal","100","25","47","2","77","2"
"923","fully connected","normal","100","25","47","1","48","1"
"924","fully connected","normal","100","25","47","1","48","1"
"922","fully connected","normal","100","25","47","3","87","3"
"923","fully connected","normal","100","25","47","2","78","2"
"924","fully connected","normal","100","25","47","2","78","2"
"922","fully connected","normal","100","25","47","4","91","4"
"924","fully connected","normal","100","25","47","3","87","3"
"923","fully connected","normal","100","25","47","3","86","3"
"925","fully connected","normal","100","25","47","0","0","0"
"924","fully connected","normal","100","25","47","4","91","4"
"923","fully connected","normal","100","25","47","4","88","4"
"925","fully connected","normal","100","25","47","1","50","1"
"925","fully connected","normal","100","25","47","2","78","2"
"925","fully connected","normal","100","25","47","3","85","3"
"925","fully connected","normal","100","25","47","4","88","4"
"925","fully connected","normal","100","25","47","5","90","5"
"925","fully connected","normal","100","25","47","6","91","6"
"926","fully connected","normal","100","25","47","0","0","0"
"926","fully connected","normal","100","25","47","1","49","1"
"926","fully connected","normal","100","25","47","2","80","2"
"926","fully connected","normal","100","25","47","3","88","3"
"926","fully connected","normal","100","25","47","4","89","4"
"927","fully connected","normal","100","25","47","0","0","0"
"928","fully connected","normal","100","25","47","0","0","0"
"927","fully connected","normal","100","25","47","1","47","1"
"928","fully connected","normal","100","25","47","1","49","1"
"927","fully connected","normal","100","25","47","2","68","2"
"928","fully connected","normal","100","25","47","2","76","2"
"927","fully connected","normal","100","25","47","3","83","3"
"929","fully connected","normal","100","25","47","0","0","0"
"928","fully connected","normal","100","25","47","3","90","3"
"927","fully connected","normal","100","25","47","4","88","4"
"929","fully connected","normal","100","25","47","1","41","1"
"928","fully connected","normal","100","25","47","4","93","4"
"929","fully connected","normal","100","25","47","2","74","2"
"928","fully connected","normal","100","25","47","5","94","5"
"929","fully connected","normal","100","25","47","3","87","3"
"929","fully connected","normal","100","25","47","4","92","4"
"929","fully connected","normal","100","25","47","5","93","5"
"930","fully connected","normal","100","25","47","0","0","0"
"930","fully connected","normal","100","25","47","1","42","1"
"930","fully connected","normal","100","25","47","2","70","2"
"930","fully connected","normal","100","25","47","3","92","3"
"930","fully connected","normal","100","25","47","4","93","4"
"931","fully connected","normal","100","25","47","0","0","0"
"931","fully connected","normal","100","25","47","1","39","1"
"931","fully connected","normal","100","25","47","2","69","2"
"931","fully connected","normal","100","25","47","3","88","3"
"936","fully connected","normal","100","25","47","0","0","0"
"935","fully connected","normal","100","25","47","0","0","0"
"934","fully connected","normal","100","25","47","0","0","0"
"932","fully connected","normal","100","25","47","0","0","0"
"931","fully connected","normal","100","25","47","4","91","4"
"932","fully connected","normal","100","25","47","1","41","1"
"934","fully connected","normal","100","25","47","1","52","1"
"935","fully connected","normal","100","25","47","1","59","1"
"936","fully connected","normal","100","25","47","1","54","1"
"935","fully connected","normal","100","25","47","2","88","2"
"936","fully connected","normal","100","25","47","2","81","2"
"934","fully connected","normal","100","25","47","2","83","2"
"932","fully connected","normal","100","25","47","2","68","2"
"935","fully connected","normal","100","25","47","3","94","3"
"934","fully connected","normal","100","25","47","3","91","3"
"936","fully connected","normal","100","25","47","3","87","3"
"932","fully connected","normal","100","25","47","3","86","3"
"934","fully connected","normal","100","25","47","4","92","4"
"936","fully connected","normal","100","25","47","4","89","4"
"932","fully connected","normal","100","25","47","4","93","4"
"936","fully connected","normal","100","25","47","5","90","5"
"937","fully connected","normal","100","25","47","0","0","0"
"938","fully connected","normal","100","25","47","0","0","0"
"937","fully connected","normal","100","25","47","1","43","1"
"938","fully connected","normal","100","25","47","1","35","1"
"939","fully connected","normal","100","25","47","0","0","0"
"937","fully connected","normal","100","25","47","2","73","2"
"938","fully connected","normal","100","25","47","2","64","2"
"937","fully connected","normal","100","25","47","3","93","3"
"939","fully connected","normal","100","25","47","1","35","1"
"938","fully connected","normal","100","25","47","3","80","3"
"937","fully connected","normal","100","25","47","4","97","4"
"940","fully connected","normal","100","25","47","0","0","0"
"939","fully connected","normal","100","25","47","2","73","2"
"938","fully connected","normal","100","25","47","4","84","4"
"941","fully connected","normal","100","25","48","0","0","0"
"940","fully connected","normal","100","25","47","1","60","1"
"939","fully connected","normal","100","25","47","3","89","3"
"938","fully connected","normal","100","25","47","5","90","5"
"941","fully connected","normal","100","25","48","1","46","1"
"940","fully connected","normal","100","25","47","2","92","2"
"939","fully connected","normal","100","25","47","4","91","4"
"941","fully connected","normal","100","25","48","2","73","2"
"940","fully connected","normal","100","25","47","3","98","3"
"939","fully connected","normal","100","25","47","5","92","5"
"941","fully connected","normal","100","25","48","3","86","3"
"941","fully connected","normal","100","25","48","4","89","4"
"941","fully connected","normal","100","25","48","5","91","5"
"944","fully connected","normal","100","25","48","0","0","0"
"943","fully connected","normal","100","25","48","0","0","0"
"944","fully connected","normal","100","25","48","1","59","1"
"943","fully connected","normal","100","25","48","1","49","1"
"944","fully connected","normal","100","25","48","2","85","2"
"945","fully connected","normal","100","25","48","0","0","0"
"944","fully connected","normal","100","25","48","3","94","3"
"943","fully connected","normal","100","25","48","2","68","2"
"945","fully connected","normal","100","25","48","1","55","1"
"944","fully connected","normal","100","25","48","4","95","4"
"942","fully connected","normal","100","25","48","0","0","0"
"943","fully connected","normal","100","25","48","3","77","3"
"916","fully connected","normal","100","25","46","3","89","3"
"945","fully connected","normal","100","25","48","2","82","2"
